Tweets,Favorite,Retweets,Engagement,Sentiment,Tweet Length,Exclamations/Questions,Capital Letters,Passion
America needs Justice not murderous police.  ,0,0,0,0.0,45,0,3,3
Just a reminder ... Because people get it twisted  #TakeAKnee? ,0,0,0,-0.5,63,0,8,8
"EVEN #Amazon has turned super #liberal now. I don?t want politics involved in this and many people are angry over what Alexa says.  is a terrorist group that promotes violence against whites and the police. 

HOW ABOUT,

#AllLivesMatter. 

",47,41,88,0.11111111111111108,246,0,21,21
"Special Counsel #Mueller website. Worth a visit:



#TheResistance #TheResistanceUnited  #RefusePolarization  #StrongerTogether",0,0,0,0.32857142857142857,131,0,16,16
"Privacy concerns aside, Alexa is right, ! White People Are Upset That Amazon?s Alexa Believes Black Lives Matter 

 ",3,2,5,0.06349206349206347,118,1,16,17
"Yep! If U need to see why the movement around  arose, then just see #FlintWaterCrisis & #PuertoRicoCrisis @drgoddess @ava ",0,0,0,0.0,122,1,12,13
Murdered in cold blood by the police.... No riots...... No looting... Take note  ,0,0,0,-0.6,81,0,7,7
Another unjustified police shooting another unjustified acquittal. When are people going to be sick&tired of being sick&tired? #TakeAKnee  #StopKillingUs  ,1,1,2,0.0,155,1,11,12
"Black Militancy was last gasp of Black Intellect.
Opposed by the Negro Priest-Kings who worship their master's god.
Make ",0,1,1,-0.1111111111111111,123,0,12,12
"DM to request graphic design.
Follow me @melaningraphics for more.
 #GraphicDesigner #GraphicDesign  #ART  #Graphic #Digital  #Melanin   ",0,0,0,0.125,139,0,13,13
Tomi Lahren Destroys Trevor Noah Over   via @YouTube,0,0,0,0.0,52,0,11,11
I can't watch videos of black people being abused by police. I just can't. I don't need to watch them to know that black men & women are suffering and that we need change now. ,0,0,0,-0.16666666666666666,176,0,6,6
It continues to horrify me that in America there can be such undeniable evidence of police wrong doing and yet no justice brought upon the gang in blue. #Quiscustodietipsoscustodes  #DanielShaver #BrendanDassey,1,0,1,-0.16666666666666666,210,0,10,10
This is a never ending nightmare  ,1,1,2,0.0,34,0,4,4
"Watch how the government will secretly implement Nkosinathis grey water system in Cape Town, I definitely suspect foul play! The partner is probably going to be given a large sum of shut up money to hand over the invention too,truly disgusting #RIPNkosinathi ?",1,0,1,-0.2471428571428572,260,1,13,14
"I'm in good hands. 

Reading From  to Black Liberation by Keeanga-Yamahtta Taylor. #RequiredReading ",2,0,2,0.26666666666666666,102,0,13,13
When you?re at the job Christmas party and your white coworker asks you ?why do  but all lives don?t?? ,0,0,0,0.0,103,1,2,3
Nice to see X-Wing pilots can be PoC now - except if they're cishet!  ,0,0,0,0.75,70,1,5,6
Watchin 42 ,0,0,0,0.0,11,0,1,1
"FreeQuency - ""The Joys of Motherhood"" (WoWPS 2015)  via @FreeQthaMighty  #Women4Women",1,0,1,0.0,85,0,17,17
I liked a @YouTube video   Smackdown in Seattle - Ben Shapiro,0,0,0,0.6,61,0,10,10
"Stupid police probably thought he was black

 ",0,0,0,-0.4833333333333333,48,0,4,4
"DMO DJ Bentley pulled over by Metropolitan Police Service  PC says it because 'Black people commit more crime'  IPCCNews   investigates, finds him not guilty of racism. I beg to differ.  #Justice4Nuno #NoJusticeNoPeace #PoliceBrutality http ://ow.ly/dtJ430h6M5E",13,17,30,0.19444444444444445,261,0,32,32
"We are the biggest victim but that is not just for #BlackPeople , US Police shoot dead American-Iranian citizen #BijanGhaisar ;
  #PoliceBrutality #WhiteSupremacy 
#NoJusticeNoPeace #NoJustice #Iranian ",6,5,11,-0.1375,204,0,24,24
Woman pleads guilty to hate crime in beating of disabled teen live on Facebook  ,0,0,0,-0.2727272727272728,80,0,2,2
"When black people protest shooting by the police of an unarmed black person, many white people are unsympathetic. But when it?s a white man who was armed who put down the gun but was shot anyway, they condemn the police. That?s why we have to chant  ",0,0,0,0.00185185185185185,250,0,3,3
Avalanche The Architect has created the biggest buzz in hip hop   #donaldtrump,0,0,0,0.0,78,0,3,3
This is another example of what @ShaunKing talks about.  ,0,0,0,0.0,57,0,6,6
this is as real as it gets!  #AvalancheTheArchitect  #hiphop #music #Drake #reggae #Toronto,0,0,0,0.25,91,1,5,6
#PoliceBrutality bullshit!  ,0,1,1,0.0,28,1,5,6
They must have shot him cuz he was black. Cuz thats all cops do right?  ,0,0,0,0.05952380952380953,72,1,3,4
This is no joke!   #music,0,0,0,0.0,25,1,1,2
"Late night link up with my bookie dckoko
#Ussie 
 #WeAreNotForSale  ? ",0,0,0,-0.3,72,0,10,10
"This is why  are literally a pack of #Holocaust inciting, #Nazi pieces of shit! #Neveragainincludesthedisabled :  ",0,0,0,-0.25,114,1,4,5
#denturedonald not inviting black people and #LGBT+ people to the #WhiteHouseChristmas is not an accident. Trump is just racist and homophobic and it?s that simple.  #LGBT,0,0,0,-0.08333333333333333,171,0,15,15
"Negro at 12% pop. is
50.6% HIV
52% Murders
76% NBA
68% NFL 
Content of our character? 
Time for change! 
Make ",0,1,1,0.0,117,2,17,19
Not Like This - #NoPrideHere By  NYC ,0,0,0,0.0,37,0,13,13
My heart hurts for Daniel Shaver and his family  #JusticeForDanielShaver  #OppressedLivesMatter #PoliceBrutality,3,1,4,0.0,112,0,15,15
#ICYMI: Can Being White Save You From A Fatal #Police Shooting?   #colorado,1,1,2,0.0,75,1,15,16
The latest The Occupied Australian!  ,0,1,1,0.25,37,1,4,5
"#Finally, A cop is being #punished for #shooting an #unarmed #blackperson - #globallycrooked #crooked #currption #systemicracism #hipocritas #Victoria ? #blackisbeautiful #poc #moc  #policebrutality #walterscott #nojusticenopeace #BHM ",0,0,0,0.0,235,0,6,6
Patriarchy & racism made Playboy possible & still hold societal reins today. If we?re very determined & committed the #metoo #YesHimToo &  movements might make a dent in them ,1,0,1,0.1,175,0,9,9
Why do people hate  again? #LAFires ,6,2,8,-0.8,36,1,7,8
"""American hero Kareem Abdul-Jabbar: 'Donald Trump is where he is because of his appeal to racism'"" #TrumpsAWhiteSupremacist #TakeAKnee  ",16,4,20,0.0,136,0,16,16
"Full story??
 #PoliceBrutality #NoJusticeNoPeace ",0,1,1,0.35,50,0,10,10
"that feeling when you're trying to give someone the benefit of the doubt but then you hear them say ""i think labels like 'feminist' and '' do more damage than good""",11,0,11,0.6,164,0,0,0
"That was so cold. Now you know what a police state is, select families born and bred, a caste of devoutly hateful people. The big secret is their hate is not just for blacks, but everyone. #whitelivesmatter  ",0,0,0,-0.45,208,0,3,3
"I was looking to see what countries I could move to and feel safer than I do in America. Turns out we're 60th, so I've got a solid 59 countries to choose from. #GunViolence #guns  

",4,1,5,0.0,184,0,11,11
Up from slavery  #slavery- ,0,0,0,0.0,27,0,1,1
"Multnomah County Data Analyst Fired For Sharing Racial Disparity Data
 
#blowthewhistle
#crimingwhilewhite  ",0,0,0,0.0,111,0,13,13
"This is why @Kaepernick7 takes a knee
This is why  came to be
Sickening to watch, yet we all must see this fucked-up reality ",5,5,10,-0.9,127,0,7,7
"Say their name. Jessica Nelson-Williams, 2016-05-19 .",0,0,0,0.0,53,0,7,7
I still can?t understand why that cop put his hand on his gun during a traffic stop.  He didn?t reach for the taser. My daughter and I both feared for our lives. And this is why we say ,0,1,1,0.0,185,0,8,8
"This. Is. Amazing. 

White People Are Upset That Amazon?s Alexa Believes Black Lives Matter  via @TheRoot #blm ",0,0,0,0.1444444444444445,113,0,19,19
 I insist get your law makers to ensure that each case where this has happened the jury is 50% ethnic minority. The views will be diverse and the conviction rate will start occurring ,0,0,0,0.0,183,0,4,4
"THIS.
THIS IS SOME SICK SH*T.
This VIDEO is some SICK SHI*T.
People knock , but THEY are the ones pushing for justice for this man.
Where are the #alllivesmatter #closetklan members now? ",1,0,1,-0.7142857142857143,191,1,41,42
"Couldn't have a rally without targeting black people, or a civil protest of police brutality . . . And his yelling capital letters, smh.  ",0,0,0,-0.16666666666666666,138,0,5,5
"I've always believed. I can't deny I see &hear.
 #POC
#MentallyIll
#Homeless
#LGBTQ
*All target populations
#MidtermMayhem? ",0,0,0,0.0,130,0,20,20
"It does suck to he considered subhuman. To be told by society that our lives are worthless.

It sucks.
 
#NativePeopleAreStillHere",8,2,10,-0.55,134,0,11,11
"Daily friendly reminder that #culturalappropriation is an #SJW lie, modern #Feminism want to to destroy the world, #nonbinary  there are only 2 genders, #Antifa and  are terrorist organizations",0,0,0,0.07499999999999997,193,0,9,9
"How is it that when  complains about implicit bias and institutional corruption by law enforcement at local, state, and federal levels, they are called unpatriotic but Gingrich can gripe mercilessly about FBI without any pushback? ",1,0,1,-0.35,231,1,8,9
"ICE detainees are asking to be put in solitary confinement for their own safety  via @Verge #DACA don't do prison labor,period. Don't military serve for GOP. Millennials ",0,0,0,0.25,170,0,13,13
"I can support  and still love, support, and respect the police. the two are not mutually exclusive",0,0,0,0.5,98,0,4,4
"An ICE detainee shouted ?No work, no pay? ? and got a month of solitary confinement  by @spencerwoodman #staywoke #DACA,don't do prison labor. Don't do military service ,everywhere",0,0,0,-0.1,180,0,10,10
 Activist DeRay Mckesson in Baltimore's Mayoral Race | DiversityInc ,0,0,0,0.0,68,0,12,12
. Kentucky Jail Sends Black Woman To Court With No Pants - This Judge Won?...  via @YouTube,0,0,0,-0.13333333333333333,91,0,17,17
"This is a police shooting video of a #WHITE man killed by an evil #cop who was ruled #NOT #GUILTY this is fucking insane  #AllLivesMatter #whitelivesmatter #protestpolicebrutality #policereform #justicedenied 
#WARNING video is graphic 
",0,0,0,-0.325,239,0,28,28
"The police have killed an average of 3+ people a day all year: 1111+ last I looked.
#FTP #ACAB #DanielShaver  #ALifeNotTaken (this time) ",0,1,1,-0.11666666666666665,138,0,18,18
? tchalisew: tchalisew: Memorial for our fallen soldiers  Please do not delete the... ,0,0,0,0.0,86,0,5,5
This news of Black teenager brainstorming this app to prevent police brutality has me both awestruck and heartbroken at the same time.  ,0,0,0,-0.08333333333333333,136,0,5,5
"The most recent episode of RadioEnless from @The_Logos_Club 
#WhiteDevils #albaniods #CynthiaG #blackpower  #politics #news
",0,0,0,0.25,126,0,13,13
"Dafonte, Yosif, Sami, Abdirahman & everyone else SAY THEIR NAME!! ?? #Community #Canada150 #Justice",0,0,0,0.0,99,2,22,24
 videos of violent police encounters.. This is why we #TakeAKnee  #CivilRights,0,0,0,-0.8,78,0,9,9
"SadStateOfAffairs
Must hold police accountable
Remove bad ???
Mandatory body cams
Retrain force?Restrain

#EnoughIsEnough ",1,1,2,-0.6999999999999998,128,0,15,15
"Really? An unarmed man can't be detained by TWO officers without getting shot? Who hires and trains them? Seriously? 
Do they get trained in how to take someone down with their own ARMS and body? 
 #JeanPIerre 
",0,0,0,0.07777777777777778,214,5,18,23
Stop the slavery in Libya.  #LibyaSlaveTrade #libyaslavery. Man inhumanity to man even to animals is unacceptable.,2,1,3,0.0,114,0,9,9
Thanks you  for being there for #DanielShaver.. We know all lives matter to you,3,1,4,0.2,79,0,7,7
Daniel Shaver was murdered. The  movement advocates for him too but they will only change their name to #AllLivesMatter when this shit happens every day to whites too.  End police murders. ,2,0,2,-0.1,189,0,10,10
If  Does Not speak out against this Unarmed man being Executed by a cop then your cause has lost its purpose!! @deray @rolandsmartin @angela_rye @JoyAnnReid @CapehartJ @TheRevAl @Kaepernick7 @BarackObama @B4IleaveU @sunny @itsgabrielleu @ACLU @Eugene_Robinson ,0,1,1,0.0,260,2,28,30
"4 those people who say they don't see color, they don't see me. I am not invisible.   ",5,0,5,0.0,86,0,2,2
"Hey , @deray, and @ShaunKing 

Why do none of you care about the Libyan slave trade activities happening? 
Is it that you?d only care if it were whites committing it?

",0,0,0,0.0,173,2,6,8
Hey  where's the outrage for this huh? This is real #PoliceBrutality ,1,0,1,0.2,69,1,7,8
"""We're really talking about humanism."" #WeWontGoBack #EveryWomanEveryDay  #LoveIsLoveIsLove #Indivisible ",0,0,0,0.2,105,0,18,18
#ALSenate   but not to #AbortionJones  his motto is Kill It Before It Grows ,0,0,0,0.0,76,0,13,13
"EPIX HD: watch 1000?s of BIG movies like Selma Online!  
 ",0,0,0,0.0,59,1,14,15
What y'all think about black people singing the anthem at nfl games??? #questions #nfl #KnowYourRights #ColinKaepernick #blm ,0,0,0,-0.16666666666666666,125,3,9,12
 Black maternal deaths: racism is deadly   via @ATuteur,1,1,2,-0.18333333333333332,55,0,6,6
A white guy is shot by Police on video and none of the mainstream media or anti #PoliceBrutality activists are talking about it. Tell me about the mystery of ?white privilege? again!  @CNN @FoxNews ,0,0,0,0.0,198,1,13,14
"A police dog attacked this woman as she was taking out the trash ? now she's advocating for policy changes ??

 #USA #American #racism 

#fabricedelamort ",8,8,16,0.0,158,0,8,8
"Here is a justified police shooting but  will im sure twist it , the thug had the officer on the floor held down #BlueLivesMatter .. Video is long so on a video host ",1,0,1,0.1736111111111111,166,0,8,8
"So, @amazon?s #Alexa supports , and - of course - #Conservatives are mad. Can?t imagine why, ? ? but I?m glad I bought a couple #Echo Dots for the family as #Christmas gifts. #EchoDot #Amazon #StayMad ",0,0,0,-0.0625,201,0,17,17
"Typical Family Net Worth- White $116,800 Black $1,700 New Study     ",1,2,3,0.017171717171717168,68,0,11,11
Hope the anti  crowd sees the full video and realize it would behoove them to get on board cause bad policing takes white lives too. ,0,0,0,-0.11666666666666665,133,0,1,1
Yall throw   around so much then wonder why no one takes the movement seriously..,0,1,1,-0.06666666666666665,81,0,4,4
"We have the highest black home ownership in history. 
Thank you @POTUS.
@realDonaldTrump
#BLM 
 
#Pensacola #MAGA #MakeAmericaGreatAgain #DrainTheSwamp",0,0,0,-0.16666666666666666,156,0,27,27
.shot Walter Scott five times as he ran away.  He then lied & said Mr Scott attacked him/took his taser gun! A LIAR! THANK GOD FOR VIDEO!  ,0,0,0,0.0,139,3,29,32
"""I CANT TAKE IT NO MORE!!""  The video
#HipHop4Justice #justiceorelse  #CulturalRevolution 
 ",0,0,0,-0.390625,94,2,26,28
"#NAACP  #AMJoy #CNN #MSNBC #Maddow #JoeScarborough @keithellison 
Black #racist sailor lies about white sailors scrawling racial slurs on his bed. How many incidents like this are staged? I bet lots more than reported ",0,0,0,0.20833333333333331,219,1,25,26
"Hey , where you at? #DanielShaver 

",1,0,1,0.0,38,1,6,7
There is a good reason  exists. ,1,0,1,0.7,32,0,4,4
 - An exploration of the  movement and social theory ,0,0,0,0.03333333333333333,53,0,20,20
Making The Railway Children trans flopped at the box office! I'm shrieking  ,0,0,0,0.0,76,1,5,6
It?s a shame that  is a fight over semantics rather than a battle of injustice.,0,0,0,0.0,79,0,1,1
Judge releases video of police shooting of Daniel Shaver after officer acquitted  .,0,0,0,0.0,83,0,6,6
You were great on @TheLastWord tonight.  ,0,0,0,0.8,41,0,7,7
Make sure you download Legal Equalizer today on Android?s Google Play Store! iPhone app coming Dec 11th. #legalequalizer #legalapp #legaltech #knowyourrights #policebrutality  #mobileapp #android #googleplay #app #lawyer #law #attorney ,3,3,6,0.375,236,1,9,10
I am aware of the social injustices that my people have faced and are facing today...& I still love Jesus. ?  #wokeandsaved,1,0,1,0.2611111111111111,123,0,3,3
"About time a white officer gets CHARGED for shooting an unarmed African American. You guys deserve justice for every unarmed black man and woman that were shot without getting justice. See? I'm white, not all whites are racist!  #Alllivesmatter",1,0,1,-0.03333333333333333,244,2,15,17
"What rhe fuck, Arizona?! How does this merit an acquittal?  shaver  ",1,0,1,-0.5,68,3,6,9
"And once again

#takeaknee
@nfl @Kaepernick7 @NFLPA ",1,0,1,0.0,55,0,7,7
"BAKE SALE 12/30

We get so much love from our bake sales. Join us. 

Bake. Donate. Share. 

 

",31,10,41,0.5,103,0,16,16
 #BlackProsperityMatters Black home ownership is the highest ever in the history of the country! ,1,0,1,-0.2083333333333333,97,1,7,8
"That BLM truly believes 
 #ThingsITrustMoreThanCNN",0,0,0,0.0,51,0,15,15
"Body cam captures police dog attacking innocent woman taking out her garbage...""oh there's a lady"" ... 52yr old Ms. Collins was an amputee...""help me!""...after 30 seconds...sued b4....officers still employed...  
",0,1,1,0.3125,214,1,6,7
And he loves St Louis. Unlike the  cop-haters who incite the criminals. How many murders so far this year? ,1,1,2,0.3,107,1,8,9
This is disgusting and where are you #AllLivesMatter people?  This is what  is talking about. ,2,1,3,-1.0,94,1,8,9
"""Rick and Teresa Kaepernick, who are white, adopted Colin when he was only 5 weeks old. The couple had lost two sons at birth to congenital heart failure...""

It might help racist @realDonaldTrump and his racist supporters to know this. #NFLBoycott #NFL  #Patriot ",4,0,4,-0.05416666666666668,266,0,16,16
Black Women Malled by police dog while taking out the garbage pleads for officers to help release the dog -more than 10 commands to release wasn't successful. The officer 1 day suspention-still working K-9!  #BlackTwitter ,1,0,1,0.4236111111111112,222,1,10,11
Liberate Our Brothers And Sisters From The Slavery that Is Mass Incarceration.  #LIFT #RISE ,5,5,10,0.0,92,0,22,22
"45 has no business at the civil rights museum.  He pardoned Arpaio, finds ""good people"" among Nazi's,  set Sessions up to deny civil rights , supports Moore & taking away voting rights.  #ResistanceIsImportant",22,9,31,0.7,209,0,11,11
#kidstoday. Brilliant young man. Tragic that high incidence of police brutality and abuse of authority combined with pervasive #racism  prompted a need for him to create it.  ,0,0,0,0.1025,175,0,5,5
"Agreed @FiveRights I was insulted when I heard ""Only white people can be racist"" but what about  Black Supremecy group? Should they not be treated like the KKK? It doesn't matter what side of the spectrum it comes from, any racial ""Supremecy"" movement is wrong. ",1,0,1,-0.16666666666666666,262,2,17,19
Ex-cop Michael Slager sentenced to 20 years for shooting death of Walter Scott  - ABC News -  via @ABC   #PoliceThePolice,3,2,5,0.0,121,0,18,18
Dear @SIRIUSXM - you have lost me as a long-time customer as long as you are in bed with Steve Bannon. #cancelled  #getwoke,0,0,0,-0.05,123,0,11,11
. Graphic video shows Daniel Shaver sobbing and begging officer for his life before 2016 shooting  ,0,0,0,0.0,99,0,3,3
"I am afraid the point has come where the vast majority of voters (and probably a higher % of non-voters), even a majority of Democrats, believe the ""system"" is #Rigged @Lawrence and they do not trust #FBI i.e.  Some hate #Trump; Some think it is great he says it.",0,0,0,-0.06999999999999998,263,0,13,13
The banned guns used in this shooting are already illegal so it wouldn?t change anything #toomanynames ,0,0,0,-0.5,103,0,1,1
"Thread for Alabama voters. 
#NoMoore
#DougJonesForSenate
#RoyMooreChildMolester
#NoMoore2017 
#GetOutTheVote

#Resistance ",1,2,3,0.0,129,0,22,22
"Alabama, who will represent you?
If you do not vote, then you've given your voice to those who do vote. And the KKK will be voting. #Moore = KKK
 #BlackTwitter #DougJonesForSenate #ALSenate
#Equality #TheResistance #UniteBlue #GeeksResist ",3,5,8,0.0,242,1,29,30
"Today in Black History, December 8  via @YouTube #blackhistory  #blacktwitter #todayinblackhistory #blackexcellence #melanin",2,2,4,-0.16666666666666666,124,0,6,6
"We have repeatedly seen?literally seen?that you can execute a black man in America with no consequence. 

Yet there?s more outrage at a black man taking a knee than getting murdered. Don?t tell me  as much as others. 

#DanielShaver ",5,3,8,0.09166666666666667,237,0,9,9
"Black and gold #heart choker #necklace. #Handmade 
Makes a great #holiday #gift! 
Sales support  
#etsy #Jewelry #BlackLives #shop #HolidayShopping 

",0,0,0,0.4166666666666667,155,1,12,13
"#StayWoke American Medical System Was Built On Slavery
Black women?s history matters in medicine.  
Video:  ",7,4,11,-0.05555555555555555,110,0,14,14
I just finished The Hate U Give by @angiecthomas. Had it half the year and finally made time to devour it. Beautifully written. Bold. Important. Buy this for the littles in your life and tell them to shine bright like ??. ,29,2,31,0.18809523809523807,222,0,10,10
Black Mothers Keep Dying After Giving Birth. Shalon Irving's Story Explains Why  #women #inequality #POC #Healthcare ,0,0,0,-0.16666666666666666,117,0,19,19
"Why we #TakeAKnee cops are too afraid.  #BLM #trump #AllLivesMatter  #BlueLivesMatter  @NFL @foxandfriends @realDonaldTrump 
Mesa Police shooting: Daniel Shaver seen crawling, begging in disturbing video ",2,0,2,-0.55,205,0,25,25
"Everyone needs to hear this song  

",0,0,0,0.0,38,0,4,4
Make America Great Again #Politics #America #Fire #Hat  #Trump #Antifa #Maga #Flame #Burning... ,0,1,1,0.8,96,0,14,14
That Feeling You Get When You Realize That African Americans REALLY ARE About To Be Free & Have Support From #UNGA #UN To Jumpstart #SustainableDevelopment! #FridayFeeling #Freedom #Dignity #AfricanAmericans   #ItsTimeToThrive #GlobalGoals #ItsTime #TheDecade ,1,1,2,0.2333333333333333,260,1,55,56
"Don't talk about it, Be about it! Congratulations @marclamonthill  #BlackTwitter   @TheRevAl ",0,1,1,0.0,93,1,11,12
I have nothing else to add because @JuliusGoat slam-dunked this. #DanielShaver  ,2,0,2,0.0,80,0,8,8
"Nothing in #America is more horrifying or cruel than white cops killing unarmed black men, and getting acquitted. ",0,0,0,-0.3133333333333333,114,0,5,5
" has a chance in a world of social media ..reality us amnesty and amnesty is reality because immigration through the lens of brown  PEOPLE CAMP BIRTHER T at! HAND IN HAND UP OR DOWN ON THE #DreamActNow @AlabamaFTBL 
@msstate ",0,1,1,-0.056944444444444464,226,1,49,50
I don't care if this is acceptable behaviour for a cop; this is clear abuse of power. Listen to what the cop says; he has every intention to kill regardless if the suspect is an actual threat.  ,0,0,0,0.05000000000000001,194,0,5,5
All the cops' murders of all the unarmed Black and Brown people should receive this much attention/outrage. #FirstTheyCameFor  #NativeLivesMatter ,0,0,0,0.016666666666666673,146,0,13,13
When You Realize That You Don't NEED #Congress To Build/Create A Better Future And A #Modern Society/Civilization!! #FridayFeeling #AfricanAmericans #BLM #AfricanAmerican #BlackTwitter #POC  #BlackCommunity #blackamericansforabetterfuture #BlackAmericans #ItsTime ,0,0,0,0.2708333333333333,264,2,45,47
"Me after watching #JurassicWorldFallenKingdom trailer

""So wypipo a will save dinosaurs but can't say  "" ",0,0,0,0.0,107,0,9,9
"'I had been TREATED LIKE a boy for so long..""boy get over here and do that"" ..I was proud wear the sign the sign I AM A MAN'  #BlackHistory #MLK #RFK #JFK #SaluteToService ",0,0,0,0.375,172,0,37,37
DO YOU EVEN CARE?  ===> @thedemocrats @dnc @cnn @msnbc @mmfa @moveon @dailykos @donlemon @joyannreid @VanJones68 @RepMaxineWaters @maddow @HardballChris @AC360 @joenbc @motherjones  @slate @salon @politico @mediaite @voxdotcom #BlueLivesMatter ,0,0,0,0.0,244,1,28,29
?????? #MAGA well Goldberg O?Donnell and  leader we?re waiting for y?all to LEEEEEEAAAAAAAAAVVVVVVVEEEEEEEEE!!!!!!!!!!!!!!!! ,1,1,2,0.0,125,16,42,58
 my ass ,0,0,0,0.0,8,0,3,3
"well. it is Christmas 
 ",2,0,2,0.0,25,0,4,4
"??? 
#UNTOUCHABLE #Eminem #iloveyouslim #stan #REVIVAL  
#NowPlaying ""Untouchable"" by Eminem in @tidal ",2,0,2,0.0,105,0,26,26
" @ Uptown, Chicago ",0,0,0,0.0,19,0,2,2
"#WhichHillary Don't be fooled by another establishment politician, , apparently not as much as your vote join the revolution #FeelTheBern ",0,0,0,-0.1,138,0,9,9
This is a carriage used by the Netherland Royals..Please look at the drawings on the carriage and say what you see... #Lusaka  ,0,3,3,0.0,127,0,8,8
.  woman was attacked by police dog.  Absolute disregard for her.  Why was dog able to bite her. Do these cops know how to control the dog? What?s going on? We will never trust or believe cops care for or respect black & brown ppl Disappointment daily ? ,0,0,0,-0.013333333333333329,254,2,9,11
"Smh this racist bitch Roy Moore and of course the head of the Klan and super sex predator @realDonaldTrump gonna support him. ""Make America great again"" is really sayin make America white again.  

 ",0,0,0,0.3333333333333333,201,0,12,12
Black Lives Matter   Black Lives Matter  Black Lives Matter  Black Lives Matter Black Lives Matt Black Lives Matter  er Black Lives Matter Black Lives Matter Black Lives Matter Black Lives Matter Black Liv Black Lives Matter  es Matter Black Lives Matter  #BLM,0,1,1,-0.16666666666666666,260,0,45,45
Jury says a black man begging for his life is cause for cops to take his life.   ,0,0,0,-0.16666666666666666,81,0,4,4
"Every day until their murderers are in jail
#JusticeForAlvaBraziel 
#JusticeForAltonSterling
#JusticeForPhilandoCastile 

",8,3,11,-0.1,127,0,16,16
"Watch NYXT for #HumanRightsWeek: our partners are shining a spotlight on , #disability rights, #humantrafficking, anti-#LGBT violence, the prison industrial complex and more now:  #HumanRightsDay ",0,0,0,0.1,196,0,18,18
 get cancer niggers,0,0,0,0.0,19,0,3,3
"EPIX HD: watch 1000?s of BIG movies like Selma Online!  #FreedomFriday
 ",0,0,0,0.0,73,1,16,17
"White Supremacy, y'all; this is Steve King, Rep. Iowa. #MAGA  ",0,1,1,0.0,62,0,13,13
but peep how yo man tried to make a  joke and @chancetherapper euro stepped that hoe ?? ,1,0,1,0.0,88,0,0,0
"Love the #metoo campaign. Men gotta check men. Would love to see it followed by #iWasWrong

But can we get this much solidarity for ",6,2,8,0.4,134,0,9,9
Oppose Thomas Farr For Federal Judge |   ,0,0,0,0.0,41,0,9,9
Where's  to address black males abuse black females? Alex Harrison  via @MailOnline,0,0,0,-0.16666666666666666,83,1,8,9
"
This must stop.

#PoliceBrutality  
#AllLivesMatter 
#BlueLivesMatter",0,0,0,0.0,75,0,12,12
Eminem raps about Black Lives Matter on new track after taking on Donald Trump in new interview - Metro   ,0,0,0,0.03535353535353535,106,0,10,10
HOW AND WHY DOES THIS KEEP HAPPENING!! These judges have no right to sit on a bench if they excuse this behavior. What must we do !? STOP STOP STOP STOP STOP KILLING BLACK PEOPLE  ,0,0,0,-0.12400793650793653,180,4,86,90
Imagine this happening to white ppl over and over and then ppl getting mad that you want to protest. This is why do!  ,1,0,1,-0.390625,118,1,18,19
 Camps At Police Station For 2 Weeks |  ,0,0,0,0.0,40,0,9,9
"EPIX HD: watch 1000?s of BIG movies like Selma Online!  #FreedomFriday
 ",0,0,0,0.0,73,1,16,17
"I still can?t bring myself to watch the video, but um isn?t the guy who was killed white? Where?s the #WhiteLivesMatter crowd? Oh, that?s right, #whitelives only matter when black folks are demanding that . You see how that works? ? ",1,0,1,-0.01619047619047619,233,3,7,10
This is what black privilege looks like.   #ItsOkToBeWhite #America ,2,1,3,-0.16666666666666666,68,0,10,10
"So can you see the problem NOW people...? No #Justice for #DanielShaver either.  (bcos, as we always have to point out, only @Blklivesmatter seems to speak up, regardless of race of victim - I must have missed the outcry from all the ALLLives folks on this one... ",1,1,2,-0.037500000000000006,264,1,17,18
You survival guide for a #chimpout.   #BlackTwitter # ,2,2,4,0.0,54,0,6,6
"For all the #trumpsuporters that follow me I hope that you pay attention to this video about the man who was executed and if you have any type of conscience, then you would support  and you would support the NFL players that kneel. ",0,0,0,0.0,232,0,5,5
Hey  Look's like your entire narrative on cops killing only blacks is considered debunked now. Look's like the whole #AllLivesMatter protest was never a counter protest to begin with. ,0,0,0,0.06666666666666668,184,0,9,9
"May that murderous filth get his comeuppance soon.
 ",0,0,0,0.0,53,0,4,4
"When You Realize That African American #Liberation #Freedom #SustainableDevelopment IS On The Horizon!  LITERALLY, Imagining A Future Full Of REAL #HumanRights #Possibilities #Direction And #Dignity! #FridayFeeling #AfricanAmericans  #ItsTime #RiseNOW #TheDecade ",0,0,0,0.12,263,2,54,56
Finally  ,0,0,0,0.0,9,0,2,2
The most hated non-politicans of 2016 ??#Formation #TakeTheKnee  ,1,0,1,-0.2,65,0,8,8
"This is how Israel treats Palestinian boys.
Remember: This is inside Palestine, NOT Israel.
#Jerusalem #Palestine #Israel  #MeToo Pensacola ",3,0,3,0.0,142,0,19,19
This is the problem with the  movement. It isn't about race it is about police brutality. Because they frame it as a racial issue they are losing. If they focused on the diverse group of people who have been killed in this way there would be change. ,0,0,0,-0.2,250,0,7,7
"Veganism is having a renaissance among black Americans, driven in part by , docs like @wthfilm & connecting personal health/animal welfare/#socialjustice w/ the fight for racial equality:  via @nytimes pic: @sweetpotatosoul #blackvegansrock ",1,1,2,-0.08333333333333333,241,0,5,5
Unarmed cop killing. #ACAB #JeanPedroPierre   ,0,0,0,0.0,46,0,11,11
